type;from;to;direct;marker;constants;systemType
CC;cs+class://Spring/Expressions/Parser/antlr/ByteBuffer;cs+class://Spring/Expressions/Parser/antlr/InputBuffer;True;False;False;True
CC;cs+class://Spring/Expressions/Parser/antlr/CharBuffer;cs+class://Spring/Expressions/Parser/antlr/InputBuffer;True;False;False;True
CI;cs+class://Spring/Expressions/Parser/antlr/CharScanner;cs+interface://Spring/Expressions/Parser/antlr/TokenStream;True;False;False;True
CI;cs+class://Spring/Expressions/Parser/antlr/CharScanner;cs+interface://Spring/Expressions/Parser/antlr/debug/ICharScannerDebugSubject;True;False;False;True
CC;cs+class://Spring/Expressions/Parser/antlr/CharScanner/ReflectionBasedTokenCreator;cs+class://Spring/Expressions/Parser/antlr/TokenCreator;True;False;False;True
CC;cs+class://Spring/Expressions/Parser/antlr/CharStreamException;cs+class://Spring/Expressions/Parser/antlr/ANTLRException;True;False;False;True
CC;cs+class://Spring/Expressions/Parser/antlr/CharStreamIOException;cs+class://Spring/Expressions/Parser/antlr/CharStreamException;True;False;False;True
II;cs+interface://Spring/Expressions/Parser/antlr/collections/AST;cs+interface://System/ICloneable;True;False;False;False
CI;cs+class://Spring/Expressions/Parser/antlr/collections/impl/BitSet;cs+interface://System/ICloneable;True;False;False;False
CC;cs+class://Spring/Expressions/Parser/antlr/CommonAST;cs+class://Spring/Expressions/Parser/antlr/BaseAST;True;False;False;True
CC;cs+class://Spring/Expressions/Parser/antlr/CommonAST/CommonASTCreator;cs+class://Spring/Expressions/Parser/antlr/ASTNodeCreator;True;False;False;True
CC;cs+class://Spring/Expressions/Parser/antlr/CommonASTWithHiddenTokens;cs+class://Spring/Expressions/Parser/antlr/CommonAST;True;False;False;True
CC;cs+class://Spring/Expressions/Parser/antlr/CommonASTWithHiddenTokens/CommonASTWithHiddenTokensCreator;cs+class://Spring/Expressions/Parser/antlr/ASTNodeCreator;True;False;False;True
CC;cs+class://Spring/Expressions/Parser/antlr/CommonHiddenStreamToken;cs+class://Spring/Expressions/Parser/antlr/CommonToken;True;False;False;True
CI;cs+class://Spring/Expressions/Parser/antlr/CommonHiddenStreamToken;cs+interface://Spring/Expressions/Parser/antlr/IHiddenStreamToken;True;False;False;True
CC;cs+class://Spring/Expressions/Parser/antlr/CommonHiddenStreamToken/CommonHiddenStreamTokenCreator;cs+class://Spring/Expressions/Parser/antlr/TokenCreator;True;False;False;True
